dataset,label,path,pose_rate,lh_rate,rh_rate,any_hand_rate,both_hands_rate,inter_shoulder,bbox_w,bbox_h,bbox_area,shoulder_y,nose_y,pose_visible_frac,hand_oob,hand_border,width,height,aspect,fps,frame_count,n_frames_measured,duration_s,n_frames_read
train,Practicar,dataset_videos\Practicar\Practicar_5e8ada05-3faf-4916-9ea1-1d8bf5483c6f.mp4,1.0,0.9111111111111111,0.8888888888888888,1.0,0.8,0.22368245102373138,0.37535117864608764,0.6982635074191623,0.2624364877331359,0.4192117734087838,0.24949899282720353,0.758922558922559,0.051322751322751325,0.14179894179894179,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Hospital,dataset_videos\Hospital\Hospital_cf9d0663-fa37-4e90-bbe2-9fd6a70d65fa.mp4,1.0,1.0,0.9777777777777777,1.0,0.9777777777777777,0.2102416292172933,0.36045501232147215,0.7068316015932296,0.25396050399615544,0.4141823195748859,0.24430327382352618,0.7629629629629632,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,Aburrido,dataset_videos\Aburrido\Aburrido_5720b771-b2b3-4751-9477-b487c890ad64.mp4,1.0,0.9777777777777777,0.9111111111111111,1.0,0.8888888888888888,0.2278041803599339,0.39223809440930685,0.7377785308493509,0.28925174156899097,0.38031238814194995,0.20831862886746724,0.758922558922559,0.000529100529100529,0.03703703703703704,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Aburrido,dataset_videos\Aburrido\01-Aburrido-Palabra-1.m4v,1.0,1.0,0.7555555555555555,1.0,0.7555555555555555,0.1734679434217276,0.2869144532415602,0.6727986408604516,0.19298823923473035,0.5019530127445857,0.3040036585595873,0.7575757575757577,0.0,0.0,854.0,478.0,1.786610878661088,29.97002997002997,89.0,89.0,2.9696333333333333,89.0
train,Aplazar,dataset_videos\Aplazar\Aplazar_5dbebff5-4016-419c-964a-f61f06bccdbe.mp4,1.0,0.9555555555555556,0.9555555555555556,0.9777777777777777,0.9333333333333333,0.2358265644255191,0.38118991090191734,0.6980148010783725,0.2660481331080072,0.37502629690700107,0.19141034848160213,0.7562289562289564,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Creer,dataset_videos\Creer\Creer_01a9b84b-a34e-405c-8bb3-f9c632e5fe98.mp4,1.0,0.9777777777777777,0.9777777777777777,1.0,0.9555555555555556,0.19054987713110336,0.32038070029682586,0.7432369576560126,0.23675605233510916,0.39759308795134224,0.23617613481150734,0.7892255892255893,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Cuidar,dataset_videos\Cuidar\Cuidar_5b75ed2e-dc48-4213-871c-517341f6b9f2.mp4,1.0,1.0,0.9777777777777777,1.0,0.9777777777777777,0.22244939678334041,0.3683033797476027,0.6979454858435525,0.25676743322479423,0.39389111366536883,0.23024942013952468,0.7616161616161616,0.006349206349206349,0.05343915343915344,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Necesitar,dataset_videos\Necesitar\Necesitar_8951be5a-9e6f-492e-9989-96fd35608156.mp4,1.0,0.8,0.9333333333333333,1.0,0.7333333333333333,0.22709391894985217,0.3881108820438385,0.745032705201043,0.28929214365831313,0.42320788270897336,0.2404301279120975,0.7622895622895625,0.06931216931216931,0.2201058201058201,640.0,480.0,1.3333333333333333,62.5,185.0,90.0,2.96,90.0
train,Prestar,dataset_videos\Prestar\Prestar_a096f1b7-07e8-48fb-a2be-a6b99510df02.mp4,1.0,0.9777777777777777,1.0,1.0,0.9777777777777777,0.20884460487191542,0.33259856435987684,0.7217268427213033,0.23952643890266967,0.42091935608122083,0.25275681416193646,0.7690235690235694,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Abuelo,dataset_videos\Abuelo\Abuelo_8924f544-e124-448f-92cf-f518fb2845ee.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.22641986768532948,0.39766232007079655,0.7156823439730539,0.28397874113298294,0.3809308651420805,0.1949277142683665,0.7575757575757577,0.0047619047619047615,0.02169312169312169,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Pedir,dataset_videos\Pedir\Pedir_03015f9d-8636-41d4-9207-a2b8f6131d6f.mp4,1.0,0.9777777777777777,0.9333333333333333,1.0,0.9111111111111111,0.2178135362949744,0.34181907243198817,0.6725333306524489,0.23138079465069292,0.41243139737182194,0.2497414039240943,0.7582491582491583,0.010582010582010581,0.06772486772486772,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Confundido,dataset_videos\Confundido\Confundido_d1c68945-6ff5-4cfb-af52-0b2513a47466.mp4,1.0,0.7777777777777778,0.8888888888888888,0.9111111111111111,0.7555555555555555,0.21319089485460793,0.34365086555480956,0.6876983321375317,0.23721872465147192,0.38502958681848315,0.21396156549453735,0.758922558922559,0.0,0.01626016260162601,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,a,dataset_videos\a\a_b5831877-c565-4eef-ae03-82552ddb6c8d.mp4,1.0,1.0,0.9111111111111111,1.0,0.9111111111111111,0.21294111876799912,0.38780714339680145,0.7127896348635355,0.27641055676692305,0.38581482304467096,0.20823767019642725,0.7575757575757577,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Saber,dataset_videos\Saber\Saber_25d8a509-4f1a-4910-9aa3-e3f2f950af13.mp4,1.0,0.7333333333333333,0.8444444444444444,0.9333333333333333,0.6444444444444445,0.2397647663774613,0.41371793581379784,0.770695134666231,0.31884908131226813,0.4253246956401401,0.22326871421602038,0.7461279461279463,0.40079365079365087,0.523809523809524,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Visitar,dataset_videos\Visitar\Visitar_8cf8a765-ac79-4bea-b338-249ad4e17f04.mp4,1.0,0.9777777777777777,0.7777777777777778,0.9777777777777777,0.7777777777777778,0.212075608264434,0.3848916795518663,0.7498956898848216,0.28282729451272165,0.42555505401558347,0.2580096870660782,0.7703703703703706,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Papá,dataset_videos\Papá\Papá_c2deb738-c9a6-47fc-b821-2134f621464e.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.22966181260676644,0.3873084290160073,0.7280927803781297,0.2818075414266418,0.4212235010332531,0.23789921932750277,0.7575757575757577,0.13968253968253966,0.30793650793650823,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Hospital,dataset_videos\Hospital\Hospital_1a611c00-7869-4965-862f-012579107a2f.mp4,1.0,1.0,0.9111111111111111,1.0,0.9111111111111111,0.2309242141477361,0.39481621649530196,0.7629356212086148,0.30108510330748295,0.42062634693251716,0.2385057551993264,0.7582491582491583,0.2518518518518516,0.38888888888888895,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Creer,dataset_videos\Creer\Creer_51b1a21d-0fd3-42d3-b3d4-6327d441b2f2.mp4,1.0,0.8,0.9111111111111111,1.0,0.7111111111111111,0.1956333161740399,0.3291269150045183,0.6858917183346218,0.22490069140635102,0.3963668273554908,0.23412464095486535,0.7717171717171719,0.0,0.0,640.0,480.0,1.3333333333333333,62.5,186.0,90.0,2.976,90.0
train,Lejos,dataset_videos\Lejos\Lejos_38ee1d55-2260-44a3-aefe-9a9a312fc026.mp4,1.0,1.0,0.9555555555555556,1.0,0.9555555555555556,0.197838812872919,0.31885393261909484,0.6780550006363127,0.21542874091755623,0.41696866154670714,0.2567072090175417,0.767003367003367,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,Practicar,dataset_videos\Practicar\Practicar_21b53a35-4d25-4acd-9d59-f83878937771.mp4,1.0,0.9333333333333333,0.8444444444444444,0.9777777777777777,0.8,0.22413460870116017,0.3683252453804016,0.6863356699546178,0.2525680269398631,0.41996646821498873,0.24980212383800082,0.7575757575757577,0.025974025974025972,0.1417748917748918,640.0,480.0,1.3333333333333333,1000.0,2992.0,91.0,nan,91.0
train,Depender,dataset_videos\Depender\Depender_bdf6f995-0c4d-47d3-ac9c-2586b4da2752.mp4,1.0,0.9555555555555556,0.9777777777777777,1.0,0.9333333333333333,0.23393205511288812,0.41486811174286736,0.7319801757733028,0.3028214476301577,0.3922148363457786,0.20131811334027183,0.758922558922559,0.01904761904761905,0.10052910052910052,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,o,dataset_videos\o\o_93454ddd-cef7-477f-b4db-9522b7d3e52c.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.21116703899569805,0.35919038719601104,0.7088245785898633,0.2521958443552586,0.42532629867394767,0.23747863239712186,0.7622895622895625,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,x,dataset_videos\x\x_a8afced9-c483-467c-9051-21bf636c3800.mp4,1.0,0.9777777777777777,1.0,1.0,0.9777777777777777,0.21177507023399972,0.379768372575442,0.7044034918149312,0.26738180981681303,0.4785113000207477,0.2917726231945886,0.7575757575757577,0.11164021164021158,0.2941798941798943,640.0,480.0,1.3333333333333333,30.303030303030305,nan,89.0,nan,89.0
train,A veces,dataset_videos\A veces\A veces_a1cc5dcb-447b-4554-af5c-daf6dcdc03ee.mp4,1.0,0.9555555555555556,1.0,1.0,0.9555555555555556,0.21733739807780994,0.3638446589310964,0.7504091948270798,0.27209634117345183,0.3797782626416948,0.20570099519358742,0.7683501683501686,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,4960.0,150.0,nan,150.0
train,h,dataset_videos\h\h_1d6504df-5a7f-4dde-9e4a-17552f033361.mp4,1.0,1.0,1.0,1.0,1.0,0.19831350245501925,0.36848447190390693,0.6740252229902479,0.24836577985227962,0.4863342818286684,0.3197591265042623,0.7582491582491583,0.12116402116402104,0.31216931216931254,640.0,480.0,1.3333333333333333,30.303030303030305,nan,90.0,nan,90.0
train,o,dataset_videos\o\o_0bd67543-1a7f-477a-8c35-7b4f415ff95b.mp4,1.0,1.0,0.9111111111111111,1.0,0.9111111111111111,0.22130435728623601,0.36062725053893196,0.7173306650585598,0.25870221009184546,0.42524494230747223,0.2384175701273812,0.7575757575757577,0.07566137566137567,0.23915343915343928,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Buscar,dataset_videos\Buscar\Buscar_17e5d196-0cc0-42fb-878d-94e90267578c.mp4,1.0,0.9555555555555556,0.7555555555555555,0.9555555555555556,0.7555555555555555,0.20754807169601094,0.3616917259163327,0.7189595606591966,0.26021645074414584,0.47917554577191673,0.3031067146195306,0.7582491582491583,0.16445182724252486,0.3300110741971206,640.0,480.0,1.3333333333333333,30.303030303030305,nan,90.0,nan,90.0
train,Ustedes,dataset_videos\Ustedes\Ustedes_add92eba-e5d8-4c08-b358-90dd9aaa496c.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.2063204739591478,0.33549194865756565,0.6977690895398457,0.23296408850840286,0.42532705234156715,0.2515970703628328,0.7703703703703706,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Hospital,dataset_videos\Hospital\Hospital_f853d575-888a-4170-926a-64f4285ed1e4.mp4,1.0,1.0,0.9777777777777777,1.0,0.9777777777777777,0.21101694711431365,0.35091780291663277,0.7470491862959332,0.261028708109578,0.4110503484805425,0.24089613755544026,0.7676767676767678,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Encontrar,dataset_videos\Encontrar\Encontrar_dc31aba1-40ca-4e3c-8240-c22fa465883f.mp4,1.0,0.9111111111111111,0.9111111111111111,1.0,0.8222222222222222,0.21646879110861833,0.3561544183227751,0.6615209576156404,0.23573980372527162,0.42987439036369324,0.2748833570215437,0.7575757575757577,0.018518518518518524,0.08835978835978839,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Depender,dataset_videos\Depender\Depender_b52cf7af-ca58-4bea-bce2-71d24112dc36.mp4,1.0,0.9777777777777777,1.0,1.0,0.9777777777777777,0.2060511289538906,0.360060484541787,0.771236804789967,0.2730931920475375,0.38765617907047273,0.21764882703622182,0.7797979797979798,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,Bien,dataset_videos\Bien\Bien_8bab6a53-01f8-492d-abb4-9664a26eb873.mp4,1.0,0.4,0.9333333333333333,0.9555555555555556,0.37777777777777777,0.21699436086659568,0.337153297662735,0.6513876951403088,0.21971533085808978,0.3825974772373835,0.21438994242085352,0.7575757575757577,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,Continuar,dataset_videos\Continuar\Continuar_64299f91-b385-4c13-a53d-0f1153d98ae1.mp4,1.0,1.0,1.0,1.0,1.0,0.20220404697836905,0.3189669542842441,0.671603626675076,0.21367965068949235,0.4045906212594774,0.24294283191363017,0.7676767676767678,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2928.0,89.0,nan,89.0
train,h,dataset_videos\h\h_e0dfddac-29a4-4159-8c12-dd05b3091523.mp4,1.0,1.0,0.9777777777777777,1.0,0.9777777777777777,0.20766898641521578,0.33135225375493366,0.6321136646800571,0.20938011782520327,0.41152044700251683,0.236031601495213,0.7582491582491583,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Encontrar,dataset_videos\Encontrar\Encontrar_05d916d1-b243-4f27-8e67-94ff74c3a653.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.21582253457513303,0.3482892553011576,0.7375392801231808,0.2561564568263685,0.42790955007076265,0.27302764786614314,0.742087542087542,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Apoyar,dataset_videos\Apoyar\Apoyar_5cfbceb4-8b71-4b83-8cf7-b2062a679e09.mp4,1.0,0.8888888888888888,0.9333333333333333,0.9555555555555556,0.8666666666666667,0.22859658465851979,0.3668575339847141,0.6968856149249607,0.2550884849517022,0.36952959265973834,0.1927303390370475,0.758922558922559,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Aplazar,dataset_videos\Aplazar\Aplazar_3fc35222-f9aa-4a2c-9457-d5d9e5dd1e13.mp4,1.0,0.9333333333333333,0.9333333333333333,0.9555555555555556,0.9111111111111111,0.24805301906533556,0.3923731717798445,0.7794664329952664,0.3055755965964834,0.37646562192175126,0.18221679031848909,0.7622895622895624,0.032668881506090805,0.12846068660022147,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Gracias,dataset_videos\Gracias\Gracias_62d766c9-69f6-458e-b3a6-b42510a913ec.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.19669934109668277,0.3238606982760959,0.6617604162957933,0.213970123904875,0.4262309494945738,0.26299615303675333,0.7427609427609428,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Aplazar,dataset_videos\Aplazar\Aplazar_a84365a0-2c47-4bd6-afe1-7a70b22d448f.mp4,1.0,0.9555555555555556,0.8888888888888888,1.0,0.8444444444444444,0.23869641173684006,0.38387160301208495,0.8705426262484657,0.33294820854441054,0.3727631972895728,0.1814662582344479,0.7865319865319864,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Entrar,dataset_videos\Entrar\Entrar_3a29ea10-222d-4b59-ba06-4c499357f0a5.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.21088927378972017,0.33737094865904915,0.6847544186645084,0.23063539210646927,0.4300081766313977,0.25086431039704216,0.7622895622895625,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,u,dataset_videos\u\u_574c6a83-f55f-4402-a346-944cb3bbd7f8.mp4,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,0.2183195392056103,0.36130338708559673,0.7046233865949842,0.2545755176194771,0.42984539137946237,0.24494423203998142,0.7575757575757577,0.007936507936507936,0.16296296296296303,640.0,480.0,1.3333333333333333,62.5,184.0,89.0,2.944,89.0
train,Enfermo,dataset_videos\Enfermo\Enfermo_5ffc413d-1169-4424-8f19-465fca1d6e56.mp4,1.0,1.0,0.9111111111111111,1.0,0.9111111111111111,0.2025952042860672,0.3505965232849121,0.6357167863183552,0.2229230986209336,0.4256508900059594,0.24413799610402848,0.7575757575757577,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Prohibir,dataset_videos\Prohibir\01-Prohibir-Palabra-1.m4v,1.0,1.0,0.8666666666666667,1.0,0.8666666666666667,0.19359318753679272,0.3102438701523675,0.6998581108119752,0.21691003282585178,0.466285330719418,0.2804074843724569,0.7575757575757577,0.0,0.0,854.0,478.0,1.786610878661088,29.97002997002997,80.0,80.0,2.6693333333333333,80.0
train,Decir,dataset_videos\Decir\Decir_0ad79031-6a83-44d1-83c3-2a76d22af6ef.mp4,1.0,0.7333333333333333,0.8444444444444444,0.9333333333333333,0.6444444444444445,0.2520199671872337,0.4014680431948768,0.7894131395551893,0.31696752332491074,0.39924265179369184,0.19581135511398315,0.7555555555555558,0.19727891156462588,0.3424036281179138,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,o,dataset_videos\o\o_4016efb8-b2d6-4f0a-8485-37615a5980a7.mp4,1.0,1.0,1.0,1.0,1.0,0.2081950079737669,0.3774543798632092,0.6858335196971893,0.2589476804825089,0.4816752576165729,0.30505415068732367,0.7501683501683504,0.2179894179894179,0.374603174603175,640.0,480.0,1.3333333333333333,30.303030303030305,nan,90.0,nan,90.0
train,Aceptar,dataset_videos\Aceptar\Aceptar_f6f19dc9-e9e7-4845-9e88-a7d12290f8d8.mp4,1.0,0.8888888888888888,0.9333333333333333,1.0,0.8222222222222222,0.23445691547605416,0.40333695676591663,0.7216886103153228,0.2906169382923641,0.41018156243695153,0.22538614836004045,0.758922558922559,0.19788359788359786,0.2603174603174603,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,c,dataset_videos\c\c_aac72cda-ef2f-4a6b-aade-4d7882673a95.mp4,1.0,0.0,0.7555555555555555,0.7555555555555555,0.0,0.4631160278137227,0.775438576274448,0.7256460126903322,0.567731468301585,0.40400774859719807,0.41770655976401433,0.6363636363636365,0.0,0.0,640.0,480.0,1.3333333333333333,30.320044918585065,90.0,90.0,2.9683333333333333,90.0
train,Lo siento,dataset_videos\Lo siento\Lo siento_0b4652c6-ed19-49d3-a176-0539e255aede.mp4,1.0,0.9111111111111111,0.9555555555555556,1.0,0.8666666666666667,0.2183689090404455,0.3466211683220334,0.757693831788169,0.2628848476716362,0.41694314744737415,0.24895185000366635,0.7670033670033671,0.014814814814814814,0.03439153439153439,640.0,480.0,1.3333333333333333,1000.0,4976.0,150.0,nan,150.0
train,Otra vez,dataset_videos\Otra vez\Otra vez_32bc2acf-2ca7-44ad-ac59-f1668b32a2d8.mp4,1.0,0.6888888888888889,0.9555555555555556,0.9555555555555556,0.6888888888888889,0.18325571590110734,0.3045955512258742,0.6434491985374027,0.1972971949144566,0.5145521372556686,0.36509123510784575,0.7676767676767677,0.1600221483942414,0.3039867109634551,640.0,480.0,1.3333333333333333,30.303030303030305,nan,151.0,nan,151.0
train,Aquí,dataset_videos\Aquí\Aquí_f0109d4e-e878-4465-b5bb-b3d867beb43a.mp4,1.0,1.0,1.0,1.0,1.0,0.20748818909265643,0.34733205835024517,0.7218754808108012,0.24949292344723853,0.37461215886804794,0.19796000553501977,0.7703703703703706,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Gracias,dataset_videos\Gracias\Gracias_11e09ce5-c888-4b55-a983-fdd79d740271.mp4,1.0,0.9777777777777777,0.8222222222222222,1.0,0.8,0.20165830325639086,0.3384414964252048,0.6524085236920251,0.22114488846220956,0.4262499113877614,0.26134617726008097,0.7582491582491583,0.0,0.015343915343915344,640.0,480.0,1.3333333333333333,1000.0,2976.0,90.0,nan,90.0
train,Allá,dataset_videos\Allá\Allá_21998a1e-5a12-42ed-a165-c780d34b970f.mp4,1.0,1.0,0.9777777777777777,1.0,0.9777777777777777,0.2237284936634554,0.38381560444831847,0.6800025930007298,0.26138381948143974,0.3748139762216144,0.18597414096196493,0.7575757575757577,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
train,Participar,dataset_videos\Participar\Participar_11010eb6-d25a-405f-a0fa-ab553b726081.mp4,1.0,0.9777777777777777,0.9777777777777777,1.0,0.9555555555555556,0.21482019113445391,0.32853028376897175,0.7462110492918227,0.24561888644504315,0.4151161339547899,0.23977277908060285,0.7683501683501687,0.0,0.0,640.0,480.0,1.3333333333333333,1000.0,2944.0,89.0,nan,89.0
train,Desmayarse,dataset_videos\Desmayarse\Desmayarse_b8a42329-c1b5-4a42-9229-ab8950bff3a7.mp4,1.0,0.4888888888888889,0.8666666666666667,0.9111111111111111,0.4444444444444444,0.2523364420521695,0.4113640328248342,0.8474770686692662,0.34886665810273154,0.405113097694185,0.19104795820183224,0.7178451178451178,0.2253193960511034,0.3426248548199767,640.0,480.0,1.3333333333333333,1000.0,2960.0,90.0,nan,90.0
